term	POS	sentiment
"amusing"	"adj"	1.0
"amusingly"	"adv"	1.0
"an"	"det"	0.0
"anachronism"	"n"	-1.0
"anachronistic"	"adj"	-1.0
"anaconda"	"n"	0.0
"anaerobic"	"adj"	0.0
"anaesthesia"	"n"	0.0
"anaesthetic"	"adj"	0.0
"anagram"	"v"	0.0
"anal"	"adj"	-1.0
"analgesia"	"n"	0.0
"analgesic"	"adj"	0.0
"analog"	"adj"	0.0
"analogous"	"adj"	0.0
"analogously"	"adv"	0.0
"analogue"	"adj"	0.0
"analogy"	"n"	0.0
"analyses"	"n"	0.0
"analysis"	"n"	0.0
"analyst"	"n"	0.0
"analytic"	"adj"	0.0
"analytical"	"adj"	0.0
"analytically"	"adv"	0.0
"analyze"	"v"	0.0
"anapest"	"n"	0.0
"anarchic"	"adj"	-1.0
"anarchically"	"adv"	-2.0
"anarchism"	"n"	-2.0
"anarchist"	"n"	-2.0
"anarchistic"	"adj"	-1.0
"anarchy"	"n"	-2.0
"anathema"	"n"	-2.0
"anatomic"	"adj"	0.0
"anatomical"	"adj"	0.0
"anatomically"	"adv"	0.0
"anatomist"	"n"	0.0
"anatomy"	"n"	0.0
"ancestor"	"n"	0.0
"ancestral"	"adj"	0.0
"ancestry"	"n"	0.0
"anchor"	"v"	0.0
"anchorage"	"n"	0.0
"anchorman"	"n"	0.0
"anchorperson"	"n"	0.0
"anchorwoman"	"n"	0.0
"anchovy"	"n"	0.0
"ancient"	"adj"	0.0
"ancillary"	"adj"	0.0
"and"	"conj"	0.0
"and/or"	"conj"	0.0
"andante"	"adj"	0.0
"andante"	"adv"	0.0
"andiron"	"n"	0.0
"androgynous"	"adj"	0.0
"android"	"n"	0.0
"anecdotal"	"adj"	0.0
"anecdote"	"n"	0.0
"anemia"	"n"	-1.0
"anemic"	"adj"	-1.0
"anemometer"	"n"	0.0
"anemone"	"n"	0.0
"anesthesia"	"n"	0.0
"anesthesiologist"	"n"	0.0
"anesthesiology"	"n"	0.0
"anesthetic"	"adj"	0.0
"anesthetist"	"n"	0.0
"anesthetize"	"v"	0.0
"aneurysm"	"n"	-2.0
"anew"	"adv"	1.0
"angel"	"n"	2.0
"angelic"	"adj"	2.0
"angelically"	"adv"	2.0
"anger"	"v"	-2.0
"angina"	"n"	-2.0
"angioplasty"	"n"	0.0
"angiosperm"	"n"	0.0
"angle"	"v"	0.0
"angler"	"n"	0.0
"angleworm"	"n"	0.0
"anglican"	"adj"	0.0
"anglicize"	"v"	0.0
"angling"	"n"	0.0
"anglo-saxon"	"adj"	0.0
"angolan"	"adj"	0.0
"angora"	"n"	0.0
"angrily"	"adv"	-2.0
"angry"	"adj"	-2.0
"angst"	"n"	-1.0
"anguish"	"v"	-2.0
"anguished"	"adj"	-2.0
"angular"	"adj"	0.0
"angularity"	"n"	0.0
"animal"	"adj"	0.0
"animate"	"adj"	1.0
"animate"	"v"	0.0
"animated"	"adj"	0.0
"animation"	"n"	0.0
"animator"	"n"	0.0
"animism"	"n"	-1.0
"animosity"	"n"	-2.0
"animus"	"n"	-2.0
"anise"	"n"	0.0
"ankh"	"n"	0.0
"ankle"	"n"	0.0
"anklet"	"n"	0.0
"annals"	"n"	0.0
"anneal"	"v"	0.0
"annex"	"v"	0.0
"annexation"	"n"	0.0
"annihilate"	"v"	-3.0
"annihilation"	"n"	-2.0
"anniversary"	"n"	0.0
"annotate"	"v"	0.0
"annotation"	"n"	0.0
"announce"	"v"	0.0
"announcement"	"n"	0.0
"announcer"	"n"	0.0
"annoy"	"v"	-1.0
"annoyance"	"n"	-1.0
"annoying"	"adj"	-2.0
"annoyingly"	"adv"	-2.0
"annual"	"adj"	0.0
"annually"	"adv"	0.0
"annuity"	"n"	0.0
"annul"	"v"	0.0
"annulment"	"n"	-1.0
"annunciation"	"n"	0.0
"anode"	"n"	0.0
"anodyne"	"adj"	0.0
"anoint"	"v"	1.0
"anointment"	"n"	0.0
"anomalous"	"adj"	-1.0
"anomaly"	"n"	-1.0
"anon"	"adv"	0.0
"anon."	"adj"	0.0
"anonymity"	"n"	0.0
"anonymous"	"adj"	0.0
"anonymously"	"adv"	0.0
"anopheles"	"n"	0.0
"anorexia"	"n"	-1.0
"anorexic"	"adj"	-2.0
"another"	"adj"	0.0
"answer"	"v"	0.0
"answerable"	"adj"	0.0
"ant"	"n"	0.0
"antacid"	"adj"	0.0
"antagonism"	"n"	-2.0
"antagonist"	"n"	-1.0
"antagonistic"	"adj"	-2.0
"antagonistically"	"adv"	-2.0
"antagonize"	"v"	-1.0
"antarctic"	"adj"	0.0
"ante"	"v"	0.0
"anteater"	"n"	0.0
"antebellum"	"adj"	0.0
"antecedent"	"adj"	0.0
"antechamber"	"n"	0.0
"antedate"	"v"	0.0
"antediluvian"	"adj"	0.0
"antelope"	"n"	0.0
"antenna"	"n"	0.0
"antennae"	"n"	0.0
"anterior"	"adj"	0.0
"anteroom"	"n"	0.0
"anthem"	"n"	0.0
"anther"	"n"	0.0
"anthill"	"n"	0.0
"anthologist"	"n"	0.0
"anthologize"	"v"	0.0
"anthology"	"n"	0.0
"anthracite"	"n"	0.0
"anthrax"	"n"	-2.0
"anthropoid"	"adj"	0.0
"anthropological"	"adj"	0.0
"anthropologist"	"n"	0.0
"anthropology"	"n"	0.0
"anthropomorphic"	"adj"	0.0
"anthropomorphism"	"n"	0.0
"antiabortion"	"adj"	0.0
"antiaircraft"	"adj"	0.0
"antibiotic"	"adj"	0.0
"antibody"	"n"	0.0
"antic"	"adj"	-1.0
"antic"	"v"	0.0
"anticipate"	"v"	0.0
"anticipation"	"n"	0.0
"anticipatory"	"adj"	0.0
"anticlimactic"	"adj"	-1.0
"anticlimax"	"n"	-1.0
"antics"	"n"	0.0
"antidepressant"	"n"	0.0
"antidote"	"n"	0.0
"antifreeze"	"n"	0.0
"antigen"	"n"	0.0
"antihero"	"n"	-1.0
"antihistamine"	"n"	0.0
"antiknock"	"adj"	0.0
"antimatter"	"n"	0.0
"antimony"	"n"	0.0
"antiparticle"	"n"	0.0
"antipasto"	"n"	0.0
"antipathy"	"n"	-2.0
"antiperspirant"	"n"	0.0
"antipodes"	"n"	0.0
"antiquarian"	"adj"	0.0
"antiquated"	"adj"	-1.0
"antique"	"adj"	1.0
"antique"	"v"	0.0
"antiquity"	"n"	0.0
"anti-semite"	"adj"	-2.0
"anti-semitic"	"adj"	-2.0
"antiseptic"	"adj"	0.0
"antiseptically"	"adv"	0.0
"antisocial"	"adj"	-1.0
"antitheses"	"n"	0.0
"antithesis"	"n"	0.0
"antithetical"	"adj"	-1.0
"antitoxin"	"n"	0.0
"antitrust"	"adj"	-1.0
"antiwar"	"adj"	0.0
"antler"	"n"	0.0
"antonym"	"n"	0.0
"anus"	"n"	0.0
"anvil"	"n"	0.0
"anxiety"	"n"	-1.0
"anxious"	"adj"	-1.0
"anxiously"	"adv"	-1.0
"any"	"adj"	0.0
"any"	"adv"	0.0
"anybody"	"n"	0.0
"anyhow"	"adv"	0.0
"anymore"	"adv"	0.0
"anyone"	"n"	0.0
"anyplace"	"adv"	0.0
"anything"	"n"	0.0
"anytime"	"n"	0.0
"anyway"	"adv"	0.0
"anywhere"	"adv"	0.0
"a-ok"	"adj"	2.0
"aorta"	"n"	0.0
"apace"	"adv"	0.0
"apart"	"adj"	0.0
"apart"	"adv"	0.0
"apartheid"	"n"	-1.0
"apartment"	"n"	0.0
"apathetic"	"adj"	-1.0
"apathetically"	"adv"	-1.0
"apathy"	"n"	-1.0
"ape"	"v"	-1.0
"aperitif"	"n"	0.0
"aperture"	"n"	0.0
"apex"	"n"	0.0
"aphid"	"n"	0.0
"aphorism"	"n"	0.0
"aphrodisiac"	"adj"	0.0
"apiary"	"n"	0.0
"apices"	"n"	0.0
"apiece"	"adv"	0.0
"aplenty"	"adj"	0.0
"aplomb"	"n"	0.0
"apocalypse"	"n"	-2.0
"apocalyptic"	"adj"	-2.0
"apocryphal"	"adj"	-1.0
"apogee"	"n"	0.0
"apolitical"	"adj"	0.0
"apologetic"	"adj"	0.0
"apologetically"	"adv"	-1.0
"apologia"	"n"	0.0
"apologist"	"n"	0.0
"apologize"	"v"	0.0
"apology"	"n"	0.0
"apoplectic"	"adj"	-2.0
"apoplexy"	"n"	-2.0
"apostasy"	"n"	-2.0
"apostate"	"adj"	-1.0
"apostle"	"n"	0.0
"apostolic"	"adj"	0.0
"apostrophe"	"n"	0.0
"apothecary"	"n"	0.0
"apotheosis"	"n"	0.0
"appall"	"v"	-2.0
"appalling"	"adj"	-3.0
"appallingly"	"adv"	-2.0
"apparatus"	"n"	0.0
"apparel"	"v"	0.0
"apparent"	"adj"	0.0
"apparently"	"adv"	0.0
"apparition"	"n"	0.0
"appeal"	"n"	1.0
"appealing"	"adj"	2.0
"appear"	"v"	0.0
"appearance"	"n"	0.0
"appease"	"v"	0.0
"appeasement"	"n"	0.0
"appeaser"	"n"	0.0
"appellate"	"adj"	0.0
"appellation"	"n"	0.0
"append"	"v"	0.0
"appendage"	"n"	0.0
"appendectomy"	"n"	0.0
"appendices"	"n"	0.0
"appendicitis"	"n"	0.0
"appendix"	"n"	0.0
"appertain"	"v"	0.0
"appetite"	"n"	0.0
"appetizer"	"n"	0.0
"appetizing"	"adj"	2.0
"applaud"	"v"	1.0
"applause"	"n"	2.0
"apple"	"n"	0.0
"applejack"	"n"	0.0
"applesauce"	"n"	0.0
"appliance"	"n"	0.0
"applicability"	"n"	0.0
"applicable"	"adj"	0.0
"applicant"	"n"	0.0
"application"	"n"	0.0
"applicator"	"n"	0.0
"applied"	"adj"	0.0
"applique"	"v"	0.0
"apply"	"v"	0.0
"appoint"	"v"	0.0
"appointee"	"n"	0.0
"appointment"	"n"	0.0
"apportion"	"v"	0.0
"apportionment"	"n"	0.0
"apposite"	"adj"	2.0
"apposition"	"n"	0.0
"appositive"	"adj"	0.0
"appraisal"	"n"	0.0
"appraise"	"v"	0.0
"appraiser"	"n"	0.0
"appreciable"	"adj"	0.0
"appreciably"	"adv"	0.0
"appreciate"	"v"	1.0
"appreciation"	"n"	2.0
"appreciative"	"adj"	2.0
"appreciatively"	"adv"	2.0
"apprehend"	"v"	0.0
"apprehension"	"n"	-1.0
"apprehensive"	"adj"	-1.0
"apprehensively"	"adv"	-1.0
"apprehensiveness"	"n"	-1.0
"apprentice"	"v"	0.0
"apprenticeship"	"n"	0.0
"apprise"	"v"	0.0
"approach"	"v"	0.0
"approachable"	"adj"	2.0
"approbation"	"n"	2.0
"appropriate"	"adj"	2.0
"appropriate"	"v"	0.0
"appropriately"	"adv"	1.0
"appropriateness"	"n"	0.0
"appropriation"	"n"	0.0
"approval"	"n"	1.0
"approve"	"v"	1.0
"approvingly"	"adv"	2.0
"approx."	"adv"	0.0
"approximate"	"adj"	0.0
"approximate"	"v"	0.0
"approximately"	"adv"	0.0
"approximation"	"n"	0.0
"appurtenance"	"n"	0.0
"apricot"	"n"	0.0
"apron"	"n"	0.0
"apropos"	"adj"	0.0
"apropos"	"adv"	0.0
"apse"	"n"	0.0
"apt"	"adj"	2.0
"apt."	"n"	0.0
"aptitude"	"n"	2.0
"aptly"	"adv"	2.0
"aptness"	"n"	0.0
"aqua"	"n"	0.0
"aquamarine"	"n"	0.0
"aquanaut"	"n"	0.0
"aquaplane"	"v"	0.0
"aquaria"	"n"	0.0
"aquarium"	"n"	0.0
"aquatic"	"adj"	0.0
"aqueduct"	"n"	0.0
"aqueous"	"adj"	0.0
"aquifer"	"n"	0.0
"aquiline"	"adj"	0.0
"arabesque"	"n"	0.0
"arabian"	"adj"	0.0
"arabic"	"adj"	0.0
"arable"	"adj"	2.0
"arachnid"	"n"	0.0
"arbiter"	"n"	0.0
"arbitrarily"	"adv"	0.0
"arbitrariness"	"n"	0.0
"arbitrary"	"adj"	-1.0
"arbitrate"	"v"	0.0
"arbitration"	"n"	0.0
"arbitrator"	"n"	0.0
"arbor"	"n"	0.0
"arboreal"	"adj"	0.0
"arboreta"	"n"	0.0
"arboretum"	"n"	0.0
"arborvitae"	"n"	0.0
"arbutus"	"n"	0.0
"arc"	"v"	0.0
"arcade"	"n"	0.0
"arcane"	"adj"	0.0
"arch"	"adj"	0.0
"arch"	"v"	0.0
"archaeological"	"adj"	0.0
"archaeologist"	"n"	0.0
"archaeology"	"n"	0.0
"archaic"	"adj"	-1.0
"archaically"	"adv"	0.0
"archaism"	"n"	0.0
"archangel"	"n"	0.0
"archbishop"	"n"	0.0
"archbishopric"	"n"	0.0
"archdiocese"	"n"	0.0
"archduke"	"n"	0.0
"archenemy"	"n"	-2.0
"archeology"	"n"	0.0
"archer"	"n"	0.0
"archery"	"n"	0.0
"archetype"	"n"	0.0
"archipelago"	"n"	0.0
"architect"	"n"	0.0
"architectural"	"adj"	0.0
"architecturally"	"adv"	0.0
"architecture"	"n"	0.0
"archive"	"v"	0.0
"archives"	"n"	0.0
"archivist"	"n"	0.0
"archly"	"adv"	0.0
"archway"	"n"	0.0
"arctic"	"adj"	0.0
"ardent"	"adj"	1.0
"ardently"	"adv"	2.0
"ardor"	"n"	0.0
"arduous"	"adj"	-2.0
"arduously"	"adv"	-1.0
"arduousness"	"n"	-1.0
"are"	"v"	0.0
"area"	"n"	0.0
"arena"	"n"	0.0
"argentine"	"adj"	0.0
"argon"	"n"	0.0
"argot"	"n"	0.0
"arguable"	"adj"	0.0
"arguably"	"adv"	0.0
"argue"	"v"	-1.0
"argument"	"n"	-1.0
"argumentation"	"n"	0.0
"argumentative"	"adj"	-1.0
"aria"	"n"	0.0
"arid"	"adj"	-1.0
"aridity"	"n"	-1.0
"aright"	"adv"	1.0
"arise"	"v"	0.0
"arisen"	"v"	0.0
"aristocracy"	"n"	0.0
"aristocrat"	"n"	0.0
"aristocratic"	"adj"	0.0
"aristocratically"	"adv"	0.0
"arithmetic"	"adj"	0.0
"arithmetical"	"adj"	0.0
"arithmetically"	"adv"	0.0
"ark"	"n"	0.0
"arm"	"v"	0.0
"armada"	"n"	0.0
"armadillo"	"n"	0.0
"armament"	"n"	0.0
"armature"	"n"	0.0
"armband"	"n"	0.0
"armchair"	"n"	0.0
"armed"	"adj"	0.0
"armenian"	"adj"	0.0
"armful"	"n"	0.0
"armhole"	"n"	0.0
"armistice"	"n"	0.0
"armor"	"v"	0.0
"armored"	"adj"	0.0
"armorer"	"n"	0.0
"armory"	"n"	0.0
"armpit"	"n"	0.0
"armrest"	"n"	0.0
"arms"	"n"	0.0
"army"	"n"	0.0
"aroma"	"n"	0.0
"aromatic"	"adj"	1.0
"arose"	"v"	0.0
"around"	"adv"	0.0
"around-the-clock"	"adj"	0.0
"arousal"	"n"	0.0
"arouse"	"v"	0.0
"arpeggio"	"n"	0.0
"arraign"	"v"	-2.0
"arraignment"	"n"	-1.0
"arrange"	"v"	0.0
"arrangement"	"n"	0.0
"arrant"	"adj"	-1.0
"array"	"v"	0.0
"arrears"	"n"	-1.0
"arrest"	"v"	-1.0
"arresting"	"adj"	1.0
"arrival"	"n"	0.0
"arrive"	"v"	0.0
"arrogance"	"n"	-2.0
"arrogant"	"adj"	-2.0
"arrogantly"	"adv"	-2.0
"arrogate"	"v"	-1.0
"arrow"	"n"	0.0
"arrowhead"	"n"	0.0
"arrowroot"	"n"	0.0
"arroyo"	"n"	0.0
"arsenal"	"n"	0.0
"arsenic"	"n"	-2.0
"arson"	"n"	-2.0
"arsonist"	"n"	-2.0
"art"	"n"	0.0
"arterial"	"adj"	0.0
"arteriosclerosis"	"n"	-1.0
"artery"	"n"	0.0
"artful"	"adj"	1.0
"artfully"	"adv"	2.0
"artfulness"	"n"	0.0
"arthritic"	"adj"	-1.0
"arthritis"	"n"	-1.0
"arthropod"	"n"	0.0
"artichoke"	"n"	0.0
"article"	"v"	0.0
"articulate"	"adj"	2.0
"articulate"	"v"	0.0
"articulately"	"adv"	2.0
"articulateness"	"n"	2.0
"articulation"	"n"	0.0
"artifact"	"n"	0.0
"artifice"	"n"	0.0
"artificial"	"adj"	-1.0
"artificiality"	"n"	-1.0
"artificially"	"adv"	0.0
"artillery"	"n"	0.0
"artisan"	"n"	0.0
"artist"	"n"	0.0
"artistic"	"adj"	2.0
"artistically"	"adv"	2.0
"artistry"	"n"	0.0
"artless"	"adj"	0.0
"artlessly"	"adv"	1.0
"artlessness"	"n"	1.0
"artwork"	"n"	0.0
"arty"	"adj"	0.0
"aryan"	"adj"	0.0
"as"	"adv"	0.0
"asap"	"adv"	0.0
"asbestos"	"n"	0.0
"ascend"	"v"	0.0
"ascendancy"	"n"	1.0
"ascendant"	"adj"	2.0
"ascendency"	"n"	2.0
"ascendent"	"adj"	1.0
"ascension"	"n"	1.0
"ascent"	"n"	0.0
"ascertain"	"v"	0.0
"ascertainable"	"adj"	0.0
"ascetic"	"adj"	0.0
"asceticism"	"n"	0.0
"ascot"	"n"	0.0
"ascribe"	"v"	0.0
"aseptic"	"adj"	1.0
"asexual"	"adj"	0.0
"asexually"	"adv"	0.0
"ash"	"v"	0.0
"ashamed"	"adj"	-2.0
"ashamedly"	"adv"	-2.0
"ashen"	"adj"	-1.0
"ashes"	"n"	0.0
"ashore"	"adv"	0.0
"ashram"	"n"	0.0
"ashtray"	"n"	0.0
"ashy"	"adj"	-1.0
"asian"	"adj"	0.0
"asiatic"	"adj"	0.0
"aside"	"adv"	0.0
"asinine"	"adj"	-2.0
"ask"	"v"	0.0
"askance"	"adj"	-1.0
"askance"	"adv"	-1.0
"askew"	"adj"	-1.0
"askew"	"adv"	-1.0
"aslant"	"adj"	0.0
"aslant"	"adv"	0.0
"asleep"	"adj"	0.0
"asleep"	"adv"	0.0
"asp"	"n"	0.0
"asparagus"	"n"	0.0
"aspartame"	"n"	0.0
"aspect"	"n"	0.0
"aspen"	"n"	0.0
"asperity"	"n"	-1.0
"aspersion"	"n"	-1.0
"asphalt"	"v"	0.0
"asphyxia"	"n"	-2.0
"asphyxiate"	"v"	-2.0
"asphyxiation"	"n"	-2.0
"aspic"	"n"	0.0
"aspirant"	"adj"	0.0
"aspirate"	"v"	0.0
"aspiration"	"n"	1.0
"aspire"	"v"	1.0
"aspirin"	"n"	0.0
"ass"	"n"	-2.0
"assail"	"v"	-2.0
"assailable"	"adj"	-1.0
"assailant"	"n"	-2.0
"assassin"	"n"	-2.0
"assassinate"	"v"	-2.0
"assassination"	"n"	-2.0
"assault"	"v"	-2.0
"assay"	"v"	0.0
"assemblage"	"n"	0.0
"assemble"	"v"	0.0
"assembler"	"n"	0.0
"assembly"	"n"	0.0
"assemblyman"	"n"	0.0
"assemblywoman"	"n"	0.0
"assent"	"v"	0.0
"assert"	"v"	0.0
"assertion"	"n"	0.0
"assertive"	"adj"	0.0
"assertively"	"adv"	0.0
"assertiveness"	"n"	0.0
"assess"	"v"	0.0
"assessment"	"n"	0.0
"assessor"	"n"	0.0
"asset"	"n"	2.0
"asshole"	"n"	-2.0
"assiduous"	"adj"	1.0
"assiduously"	"adv"	2.0
"assiduousness"	"n"	2.0
"assign"	"v"	0.0
"assignation"	"n"	0.0
"assignment"	"n"	0.0
"assimilate"	"v"	0.0
"assimilation"	"n"	0.0
"assist"	"v"	0.0
"assistance"	"n"	1.0
"assistant"	"adj"	0.0
"assn."	"n"	0.0
"assoc."	"n"	0.0
"associate"	"adj"	0.0
"associate"	"v"	0.0
"association"	"n"	0.0
"associative"	"adj"	0.0
"assort"	"v"	0.0
"assorted"	"adj"	0.0
"assortment"	"n"	0.0
"asst."	"n"	0.0
"assuage"	"v"	0.0
"assume"	"v"	0.0
"assumption"	"n"	0.0
"assurance"	"n"	2.0
"assure"	"v"	1.0
"assured"	"adj"	2.0
"assuredly"	"adv"	2.0
"aster"	"n"	0.0
"asterisk"	"v"	0.0
"astern"	"adv"	0.0
"asteroid"	"adj"	0.0
"asthma"	"n"	-1.0
"asthmatic"	"adj"	-1.0
"astigmatic"	"adj"	-1.0
"astigmatism"	"n"	0.0
"astir"	"adj"	0.0
"astonish"	"v"	0.0
"astonishing"	"adj"	2.0
"astonishingly"	"adv"	1.0
"astonishment"	"n"	0.0
"astound"	"v"	0.0
"astounding"	"adj"	2.0
"astoundingly"	"adv"	0.0
"astrakhan"	"n"	0.0
"astral"	"adj"	0.0
"astray"	"adv"	-2.0
"astride"	"adv"	0.0
"astringency"	"n"	0.0
"astringent"	"adj"	-1.0
"astrologer"	"n"	0.0
"astrological"	"adj"	0.0
"astrology"	"n"	0.0
"astronaut"	"n"	0.0
"astronautics"	"n"	0.0
"astronomer"	"n"	0.0
"astronomic"	"adj"	0.0
"astronomical"	"adj"	0.0
"astronomically"	"adv"	0.0
"astronomy"	"n"	0.0
"astrophysicist"	"n"	0.0
"astrophysics"	"n"	0.0
"astute"	"adj"	2.0
"astutely"	"adv"	2.0
"astuteness"	"n"	2.0
"asunder"	"adj"	0.0
"asunder"	"adv"	-1.0
"asylum"	"n"	-1.0
"asymmetric"	"adj"	0.0
"asymmetrical"	"adj"	0.0
"asymmetry"	"n"	0.0
"at"	"prep"	0.0
"ate"	"v"	0.0
"atheism"	"n"	0.0
"atheist"	"adj"	0.0
"atheistic"	"adj"	0.0
"athlete"	"n"	0.0
"athletic"	"adj"	1.0
"athletically"	"adv"	0.0
"athletics"	"n"	0.0
"atlas"	"n"	0.0
"atmosphere"	"n"	0.0
"atmospheric"	"adj"	0.0
"atoll"	"n"	0.0
"atom"	"n"	0.0
"atomic"	"adj"	0.0
"atomizer"	"n"	0.0
"atonal"	"adj"	0.0
"atonality"	"n"	0.0
"atone"	"v"	-1.0
"atonement"	"n"	0.0
"atop"	"adv"	0.0
"atria"	"n"	0.0
"atrium"	"n"	0.0
"atrocious"	"adj"	-3.0
"atrociously"	"adv"	-2.0
"atrociousness"	"n"	-2.0
"atrocity"	"n"	-2.0
"atrophy"	"v"	-1.0
"attach"	"v"	0.0
"attache"	"n"	0.0
"attachment"	"n"	0.0
"attack"	"v"	-1.0
"attacker"	"n"	-2.0
"attain"	"v"	0.0
"attainable"	"adj"	1.0
"attainment"	"n"	0.0
"attar"	"n"	0.0
"attempt"	"v"	0.0
"attend"	"v"	0.0
"attendance"	"n"	0.0
"attendant"	"adj"	0.0
"attention"	"n"	0.0
"attentive"	"adj"	2.0
"attentively"	"adv"	1.0
"attentiveness"	"n"	2.0
"attenuate"	"adj"	0.0
"attenuate"	"v"	0.0
"attenuation"	"n"	0.0
"attest"	"v"	0.0
"attic"	"adj"	0.0
"attire"	"v"	0.0
"attitude"	"n"	0.0
"attn."	"n"	0.0
"attorney"	"n"	0.0
"attract"	"v"	0.0
"attraction"	"n"	2.0
"attractive"	"adj"	2.0
"attractively"	"adv"	2.0
"attractiveness"	"n"	2.0
"attributable"	"adj"	0.0
"attribute"	"v"	0.0
"attribution"	"n"	0.0
"attributive"	"adj"	0.0
"attrition"	"n"	-1.0
"attune"	"v"	1.0
"atty."	"n"	0.0
"atypical"	"adj"	0.0
"atypically"	"adv"	0.0
"auburn"	"adj"	0.0
"auction"	"v"	0.0
"auctioneer"	"v"	0.0
"audacious"	"adj"	-1.0
"audaciously"	"adv"	-2.0
"audacity"	"n"	-1.0
"audibility"	"n"	0.0
"audible"	"adj"	0.0
"audibly"	"adv"	0.0
"audience"	"n"	0.0
"audio"	"n"	0.0
"audiophile"	"n"	0.0
"audiovisual"	"adj"	0.0
"audit"	"v"	0.0
"audition"	"v"	0.0
"auditor"	"n"	0.0
"auditorium"	"n"	0.0
"auditory"	"adj"	0.0
"auger"	"n"	0.0
"aught"	"pron"	0.0
"augment"	"v"	0.0
"augmentation"	"n"	0.0
"augur"	"v"	0.0
"augury"	"n"	0.0
"august"	"adj"	0.0
"auk"	"n"	0.0
"aunt"	"n"	0.0
"aura"	"n"	0.0
"aural"	"adj"	0.0
"aurally"	"adv"	0.0
"aureole"	"n"	0.0
"auricle"	"n"	0.0
"auspices"	"n"	0.0
"auspicious"	"adj"	2.0
"auspiciously"	"adv"	2.0
"austere"	"adj"	-1.0
"austerely"	"adv"	-1.0
"austerity"	"n"	-1.0
"australian"	"adj"	0.0
"austrian"	"adj"	0.0
"authentic"	"adj"	2.0
"authentically"	"adv"	2.0
"authenticate"	"v"	0.0
"authentication"	"n"	0.0
"authenticity"	"n"	0.0
"author"	"v"	0.0
"authoritarian"	"adj"	-1.0
"authoritarianism"	"n"	-2.0
"authoritative"	"adj"	1.0
"authoritatively"	"adv"	0.0
"authority"	"n"	0.0
"authorization"	"n"	0.0
"authorize"	"v"	0.0
"authorship"	"n"	0.0
"autism"	"n"	-1.0
"autistic"	"adj"	-1.0
"auto"	"n"	0.0
"autobiographical"	"adj"	0.0
"autobiography"	"n"	0.0
"autocracy"	"n"	-1.0
"autocrat"	"n"	-1.0
"autocratic"	"adj"	-1.0
"autocratically"	"adv"	-2.0
"autograph"	"v"	0.0
"automate"	"v"	0.0
"automatic"	"adj"	0.0
"automatically"	"adv"	0.0
"automation"	"n"	0.0
"automaton"	"n"	0.0
"automobile"	"v"	0.0
"automotive"	"adj"	0.0
"autonomous"	"adj"	1.0
"autonomously"	"adv"	0.0
"autonomy"	"n"	0.0
"autopilot"	"n"	0.0
"autopsy"	"v"	0.0
"autumn"	"n"	0.0
"autumnal"	"adj"	0.0
"auxiliary"	"adj"	0.0
"avail"	"v"	0.0
"availability"	"n"	0.0
"available"	"adj"	0.0
"avalanche"	"n"	-1.0
"avant-garde"	"adj"	0.0
"avarice"	"n"	-2.0
"avaricious"	"adj"	-2.0
"avariciously"	"adv"	-2.0
"avatar"	"n"	0.0
"avdp."	"n"	0.0
"avenge"	"v"	-1.0
"avenger"	"n"	-1.0
"avenue"	"n"	0.0
"aver"	"v"	0.0
"average"	"adj"	-1.0
"average"	"v"	0.0
"averse"	"adj"	-2.0
"aversion"	"n"	-2.0
"avert"	"v"	0.0
"avg."	"n"	0.0
"avian"	"adj"	0.0
"aviary"	"n"	0.0
"aviation"	"n"	0.0
"aviator"	"n"	0.0
"avid"	"adj"	1.0
"avidity"	"n"	0.0
"avidly"	"adv"	2.0
"avionics"	"n"	0.0
"avocado"	"adj"	0.0
"avocation"	"n"	0.0
"avoid"	"v"	0.0
"avoidable"	"adj"	0.0
"avoidably"	"adv"	0.0
"avoidance"	"n"	0.0
"avoirdupois"	"n"	0.0
"avow"	"v"	0.0
"avowal"	"n"	0.0
"avowed"	"adj"	0.0
"avuncular"	"adj"	0.0
"await"	"v"	0.0
"awake"	"adj"	0.0
"awake"	"v"	0.0
"awaken"	"v"	0.0
"awakening"	"n"	0.0
"award"	"v"	2.0
"aware"	"adj"	0.0
"awareness"	"n"	0.0
"awash"	"adj"	0.0
"away"	"adj"	0.0
"away"	"adv"	0.0
"awe"	"v"	2.0
"aweigh"	"adj"	0.0
"awesome"	"adj"	3.0
"awestruck"	"adj"	2.0
"awful"	"adj"	-3.0
"awful"	"adv"	-2.0
"awfully"	"adv"	-3.0
"awhile"	"adv"	0.0
"awkward"	"adj"	-1.0
"awkwardly"	"adv"	-1.0
"awkwardness"	"n"	-1.0
"awl"	"n"	0.0
"awning"	"n"	0.0
"awoke"	"v"	0.0
"awoken"	"adj"	0.0
"awol"	"adj"	-2.0
"awry"	"adj"	-1.0
"awry"	"adv"	-2.0
"ax"	"v"	0.0
"axe"	"v"	-1.0
"axes"	"n"	0.0
"axial"	"adj"	0.0
"axiom"	"n"	0.0
"axiomatic"	"adj"	0.0
"axiomatically"	"adv"	0.0
"axis"	"n"	0.0
"axle"	"n"	0.0
"axon"	"n"	0.0
"ayatollah"	"n"	0.0
"aye"	"n"	0.0
"azalea"	"n"	0.0
"azimuth"	"n"	0.0
"azure"	"adj"	0.0
"azure"	"v"	0.0
"b"	"n"	0.0
"b.c."	"adv"	0.0
"baa"	"v"	0.0
"babble"	"v"	-1.0
"babbler"	"n"	-1.0
